ticket_id,created_at,resolved_at,created_by,classroom_id,building,category,subcategory,description,resolution_notes,assigned_technician,resolution_time_minutes
INC0201124,2025-09-03 06:19:05,2025-09-03 06:27:05,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,22
INC0202218,2025-09-03 07:40:44,,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,,,
INC0201674,2025-09-04 05:12:12,,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,,,
INC0200832,2025-09-04 06:37:43,2025-09-04 06:42:43,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,22
INC0200404,2025-09-04 14:06:00,2025-09-04 21:58:00,Staff4663613,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Guest speaker laptop not detected on wall plate HDMI input.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,J. Whitfield,472
INC0200108,2025-09-04 14:12:00,2025-09-16 07:56:00,Staff2046565,WIE-258,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Lecture recording missing audio track for full session.,Re-seated audio feed to appliance; levels verified on test recording.,M. Reyes,16904
INC0200362,2025-09-04 14:41:00,2025-09-04 14:43:00,Staff3229038,WIE-355,Wieboldt Hall,Webconferencing,Zoom/Teams AV routing,Hybrid class: in-room students cannot hear remote participants.,Re-seated USB extender at podium; camera re-enumerated in Teams.,A. Okafor,2
INC0201412,2025-09-05 05:11:02,2025-09-05 05:15:02,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,15
INC0201905,2025-09-05 06:55:58,2025-09-05 07:17:58,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,23
INC0201206,2025-09-05 07:38:36,2025-09-05 07:57:36,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,16
INC0200205,2025-09-05 14:43:00,2025-09-05 14:45:00,Faculty5635286,WIE-312,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,HDMI handshake failure after switching from podium PC to laptop.,Replaced worn HDMI cable at podium wall plate.,S. Patel,2
INC0202378,2025-09-06 05:01:39,2025-09-06 05:07:39,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,28
INC0200874,2025-09-06 06:43:24,2025-09-06 07:09:24,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,16
INC0202052,2025-09-07 06:02:23,2025-09-07 06:08:23,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,14
INC0200771,2025-09-07 07:22:41,,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,,,
INC0202370,2025-09-08 06:15:12,2025-09-08 06:40:12,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,5
INC0201127,2025-09-08 07:18:15,2025-09-08 07:38:15,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,6
INC0201932,2025-09-09 05:31:07,2025-09-09 05:50:07,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,3
INC0202468,2025-09-09 05:46:07,2025-09-09 05:50:07,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,22
INC0202515,2025-09-09 05:46:39,2025-09-09 05:48:39,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,3
INC0201054,2025-09-09 06:02:55,2025-09-09 06:13:55,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,7
INC0201643,2025-09-09 07:53:26,2025-09-09 08:20:26,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,15
INC0200403,2025-09-09 21:27:00,2025-09-09 23:58:00,Student1823411,WIE-318,Wieboldt Hall,AV TECHNICAL SUPPORT,Audio / microphone,Program audio works but mic audio not reinforced in room.,Reset DSP to default preset; room audio normal.,A. Okafor,151
INC0202306,2025-09-10 05:39:19,2025-09-10 06:05:19,25Live,WIE-508,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,7
INC0201927,2025-09-10 06:01:00,2025-09-10 06:12:00,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,11
INC0202232,2025-09-10 07:11:15,2025-09-10 07:22:15,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,13
INC0200265,2025-09-10 09:27:00,2025-09-15 01:42:00,Faculty9235355,WIE-251,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Projector filter warning on startup, image flickering.",Cleaned filter and reset lamp hours counter.,S. Patel,6735
INC0202307,2025-09-11 05:51:44,2025-09-11 06:02:44,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,20
INC0200847,2025-09-12 05:29:54,2025-09-12 05:58:54,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,22
INC0201048,2025-09-13 06:14:12,2025-09-13 06:19:12,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,23
INC0201577,2025-09-13 06:39:50,2025-09-13 07:03:50,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,16
INC0200206,2025-09-13 15:06:00,2025-09-14 04:22:00,Faculty6928231,WIE-312,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Guest speaker laptop not detected on wall plate HDMI input.,Power-cycled matrix switcher and re-seated HDMI at podium; signal restored.,A. Okafor,796
INC0200201,2025-09-14 16:14:00,2025-10-07 17:10:00,Staff7903475,WIE-205,Wieboldt Hall,Equipment Maintenance & Repair,Preventative maintenance,Firmware update window for control devices.,Room verified ready; minor cable management performed.,D. Lindqvist,33176
INC0200971,2025-09-16 05:20:44,2025-09-16 05:28:44,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,21
INC0200434,2025-09-16 09:49:00,2025-10-01 06:48:00,Faculty573264,,Wieboldt Hall,Lecture Capture,Capture scheduling / setup,Instructor requests recurring recording schedule for spring course.,Re-mapped publishing folder and corrected course role permissions.,D. Lindqvist,21419
INC0200393,2025-09-16 13:44:00,,Staff9620609,WIE-148,Wieboldt Hall,Setup & Configuration,Event / class AV setup,Microphone and projector setup for guest speaker event.,,S. Patel,
INC0202067,2025-09-17 05:23:48,2025-09-17 05:37:48,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,6
INC0201146,2025-09-17 06:40:23,2025-09-17 07:03:23,25Live,WIE-246,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,12
INC0201781,2025-09-17 07:22:34,,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,,,
INC0201983,2025-09-17 07:59:22,2025-09-17 08:22:22,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,28
INC0200077,2025-09-17 09:01:00,2025-10-19 21:21:00,Faculty6660356,WIE-110,Wieboldt Hall,Webconferencing,Camera / PTZ,Camera image degraded; colors washed out on far end.,Replaced camera; presets rebuilt and tested.,L. Ferreira,46820
INC0200405,2025-09-17 17:25:00,2025-09-17 18:31:00,Staff2514424,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Projector shows brief image then drops to black screen repeatedly.,Power-cycled matrix switcher and re-seated HDMI at podium; signal restored.,A. Okafor,66
INC0202487,2025-09-18 05:28:48,2025-09-18 05:37:48,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,3
INC0202278,2025-09-18 05:59:00,2025-09-18 06:26:00,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,6
INC0201045,2025-09-19 05:16:56,2025-09-19 05:38:56,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,17
INC0201318,2025-09-19 07:42:20,2025-09-19 07:47:20,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,19
INC0200266,2025-09-19 13:19:00,,Faculty2051602,WIE-251,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Yellow tint on projected image, worse on left side.",,M. Reyes,
INC0200207,2025-09-20 12:33:00,2025-09-20 14:49:00,Faculty8403061,WIE-312,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Projector shows brief image then drops to black screen repeatedly.,Manually forced input on switcher; EDID re-handshake resolved the black screen.,T. Nakamura,136
INC0200516,2025-09-20 14:27:00,,Faculty2603511,WIE-355,Wieboldt Hall,AV Technical Support,Control system / touch panel,'System Starting' hangs indefinitely; room unusable for class.,,J. Whitfield,
INC0200543,2025-09-20 20:00:00,2026-01-13 11:30:00,Student5869276,WIE-355,Wieboldt Hall,AV Technical Support,Podium PC / login,Podium PC extremely slow to load PowerPoint.,Re-joined machine to domain; login verified.,M. Reyes,165090
INC0201465,2025-09-21 07:09:29,2025-09-21 07:33:29,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,22
INC0202083,2025-09-21 07:30:20,2025-09-21 07:35:20,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,21
INC0200078,2025-09-22 11:21:00,,Student8455094,,Wieboldt Hall,Webconferencing,Camera / PTZ,PTZ camera not responding to touch panel presets.,,E. Marsh,
INC0200127,2025-09-22 12:14:00,2025-09-24 06:03:00,Staff4043624,WIE-312,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Projector image noticeably dim, colors washed out.",Scheduled projector replacement; loaner cart provided in interim.,M. Reyes,2509
INC0200889,2025-09-23 05:05:31,2025-09-23 05:06:31,25Live,WIE-455,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,18
INC0200790,2025-09-23 05:14:37,2025-09-23 05:36:37,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,15
INC0201851,2025-09-23 05:41:34,2025-09-23 06:05:34,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,18
INC0201844,2025-09-23 05:54:11,2025-09-23 05:58:11,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,8
INC0201116,2025-09-23 06:58:13,2025-09-23 06:59:13,25Live,WIE-404,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,28
INC0200339,2025-09-23 09:38:00,2025-09-23 10:18:00,Student8840645,WIE-142,Wieboldt Hall,AV Technical Support,No display / HDMI handshake,Instructor laptop connected via HDMI but projector shows 'No Signal'.,Rebooted control processor; input routing restored after reload.,E. Marsh,40
INC0200724,2025-09-23 11:24:00,2025-09-23 11:59:00,Faculty1453389,,Wieboldt Hall,Webconferencing,Zoom/Teams AV routing,Hybrid class: in-room students cannot hear remote participants.,Selected correct USB bridge as mic/speaker in Zoom; verified with test call.,S. Patel,35
INC0200264,2025-09-23 11:49:00,2025-09-24 01:17:00,Faculty216595,WIE-318,Wieboldt Hall,Webconferencing,Zoom/Teams AV routing,Remote participants cannot hear in-room audio on Zoom call.,Re-seated USB extender at podium; camera re-enumerated in Teams.,M. Reyes,808
INC0202045,2025-09-24 05:00:20,2025-09-24 05:07:20,25Live,WIE-352,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,Auto-closed by scheduling integration.,,11
INC0200773,2025-09-24 05:35:35,2025-09-24 05:59:35,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,20
INC0202127,2025-09-24 05:54:41,2025-09-24 06:15:41,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,10
INC0201329,2025-09-24 06:07:29,2025-09-24 06:23:29,25Live,WIE-246,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,28
INC0201943,2025-09-24 07:32:43,,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,,,
INC0200496,2025-09-24 19:26:00,2025-09-25 09:21:00,Staff5910671,WIE-142,Wieboldt Hall,Equipment Maintenance & Repair,Preventative maintenance,Firmware update window for control devices.,Room verified ready; minor cable management performed.,A. Okafor,835
INC0200453,2025-09-24 19:57:00,2025-09-25 00:27:00,Student1240666,WIE-306,Wieboldt Hall,AV Technical Support,Audio / microphone,Lavalier mic cutting out intermittently during lecture.,Swapped faulty bodypack transmitter with spare unit.,D. Lindqvist,270
INC0201158,2025-09-25 05:15:30,,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,,,
INC0202421,2025-09-25 06:01:26,,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Student Club Panel Event,,,
INC0201280,2025-09-25 06:27:36,2025-09-25 06:31:36,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Room Hold — Facilities,Auto-closed by scheduling integration.,,16
INC0200076,2025-09-25 10:34:00,2025-09-27 05:15:00,Faculty7632338,,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Scheduled class recording did not start; instructor reports no video in portal.,Corrected room calendar mapping in capture scheduler.,J. Whitfield,2561
INC0200862,2025-09-26 05:59:59,2025-09-26 06:07:59,25Live,WIE-306,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,3
INC0202357,2025-09-26 07:39:20,2025-09-26 07:55:20,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,17
INC0201806,2025-09-27 07:48:27,2025-09-27 07:56:27,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,28
INC0200437,2025-09-27 17:19:00,,Faculty6458404,WIE-251,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Capture appliance offline; last three scheduled recordings missing.,,E. Marsh,
INC0202186,2025-09-29 05:15:16,2025-09-29 05:32:16,25Live,WIE-441,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,28
INC0201121,2025-09-29 05:32:19,2025-09-29 05:48:19,25Live,WIE-318,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,2
INC0201810,2025-09-29 05:49:06,2025-09-29 05:50:06,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,5
INC0201623,2025-09-29 06:32:27,2025-09-29 06:39:27,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,18
INC0201112,2025-09-29 06:42:49,2025-09-29 07:00:49,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,17
INC0200559,2025-09-29 11:31:00,2025-09-30 00:30:00,Faculty7131579,,Wieboldt Hall,Equipment Maintenance & Repair,Preventative maintenance,Quarterly AV preventative maintenance check.,Completed PM checklist; all systems nominal.,A. Okafor,779
INC0202193,2025-09-30 05:42:24,2025-09-30 05:52:24,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,22
INC0202047,2025-09-30 05:45:55,2025-09-30 05:46:55,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,17
INC0201344,2025-09-30 05:54:09,2025-09-30 06:21:09,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,17
INC0202031,2025-09-30 06:23:49,2025-09-30 06:32:49,25Live,WIE-306,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,15
INC0200048,2025-09-30 17:05:00,2025-09-30 19:33:00,Student6661399,WIE-343,Wieboldt Hall,Consultation,AV consultation / training,Instructor requests best-practice review for hybrid teaching setup.,Recommended equipment configuration; scheduled follow-up.,D. Lindqvist,148
INC0201945,2025-10-01 06:05:36,2025-10-01 06:09:36,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,DECS-433-0-61 Business Analytics,Auto-closed by scheduling integration.,,10
INC0202522,2025-10-01 06:40:32,2025-10-01 07:08:32,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Admissions Information Session,Auto-closed by scheduling integration.,,7
INC0200086,2025-10-01 12:43:00,2025-10-01 12:45:00,Faculty7784259,WIE-306,Wieboldt Hall,AV Technical Support,Audio / microphone,Laptop audio not playing through room speakers.,Swapped faulty bodypack transmitter with spare unit.,J. Whitfield,2
INC0200174,2025-10-01 20:15:00,2025-10-05 20:06:00,Student2056603,,Wieboldt Hall,AV Technical Support,Podium PC / login,Podium PC stuck on Windows update at class start.,Cleared temp files and restarted; escalated for RAM upgrade.,A. Okafor,5751
INC0202529,2025-10-02 05:27:10,2025-10-02 05:33:10,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,19
INC0201461,2025-10-02 06:28:59,2025-10-02 06:29:59,25Live,WIE-110,Wieboldt Hall,Classroom Scheduling,Room reservation sync,FINC-430-0-51 Corporate Finance,Auto-closed by scheduling integration.,,26
INC0201875,2025-10-02 06:46:34,2025-10-02 07:06:34,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,28
INC0202059,2025-10-02 06:50:28,2025-10-02 07:04:28,25Live,WIE-352,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,1
INC0200049,2025-10-02 11:07:00,2025-11-16 13:45:00,Student6870456,WIE-343,Wieboldt Hall,Consultation,AV consultation / training,New faculty member requests walkthrough of classroom AV system.,Provided 30-minute room orientation; left quick-reference guide.,D. Lindqvist,64958
INC0200128,2025-10-02 12:43:00,2025-10-27 23:22:00,Student7291038,,Wieboldt Hall,Equipment Maintenance & Repair,Projector lamp / image quality,"Projector image noticeably dim, colors washed out.",Scheduled projector replacement; loaner cart provided in interim.,A. Okafor,36639
INC0202016,2025-10-03 06:04:27,2025-10-03 06:24:27,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,19
INC0202324,2025-10-03 06:24:25,2025-10-03 06:30:25,25Live,WIE-352,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,22
INC0200044,2025-10-03 17:27:00,2025-10-04 11:12:00,Student4029057,WIE-105,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Lecture recording missing audio track for full session.,Restarted capture appliance; verified next scheduled recording completed.,M. Reyes,1065
INC0200744,2025-10-04 16:44:00,2025-10-04 20:01:00,Staff4871308,,Wieboldt Hall,AV Technical Support,Audio / microphone,Wireless mic static and dropouts near front of room.,Swapped faulty bodypack transmitter with spare unit.,M. Reyes,197
INC0202160,2025-10-06 05:01:32,2025-10-06 05:22:32,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,21
INC0200781,2025-10-06 07:11:20,2025-10-06 07:26:20,25Live,WIE-412,Wieboldt Hall,Classroom Scheduling,Room reservation sync,OPNS-430-0-62 Operations Management,Auto-closed by scheduling integration.,,11
INC0201967,2025-10-06 07:18:00,2025-10-06 07:23:00,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,5
INC0201047,2025-10-06 07:23:35,2025-10-06 07:32:35,25Live,WIE-205,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Faculty Meeting,Auto-closed by scheduling integration.,,22
INC0202346,2025-10-06 07:28:15,,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,,,
INC0200998,2025-10-06 07:42:32,2025-10-06 08:07:32,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,4
INC0200469,2025-10-06 17:32:00,2025-10-08 23:46:00,Staff784456,WIE-251,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Scheduled class recording did not start; instructor reports no video in portal.,Corrected room calendar mapping in capture scheduler.,A. Okafor,3254
INC0202038,2025-10-07 05:08:00,2025-10-07 05:23:00,25Live,WIE-544,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,22
INC0201333,2025-10-07 05:16:25,2025-10-07 05:35:25,25Live,WIE-105,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,Auto-closed by scheduling integration.,,17
INC0201154,2025-10-07 05:27:03,2025-10-07 05:30:03,25Live,WIE-508,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,Auto-closed by scheduling integration.,,18
INC0202159,2025-10-07 05:30:03,2025-10-07 05:50:03,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,21
INC0201894,2025-10-07 05:41:21,2025-10-07 06:09:21,25Live,WIE-508,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MORS-470-0-51 Negotiations,Auto-closed by scheduling integration.,,8
INC0201750,2025-10-07 05:55:48,2025-10-07 06:20:48,25Live,WIE-355,Wieboldt Hall,Classroom Scheduling,Room reservation sync,STRT-452-0-71 Competitive Strategy,Auto-closed by scheduling integration.,,5
INC0202085,2025-10-07 06:01:00,2025-10-07 06:20:00,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,24
INC0202101,2025-10-07 06:12:37,2025-10-07 06:37:37,25Live,WIE-537,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,21
INC0201104,2025-10-07 06:48:47,2025-10-07 06:53:47,25Live,WIE-258,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,Auto-closed by scheduling integration.,,13
INC0200867,2025-10-07 06:57:22,2025-10-07 07:13:22,25Live,WIE-142,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,3
INC0200438,2025-10-07 09:27:00,2025-10-11 22:40:00,Faculty7694426,WIE-251,Wieboldt Hall,Lecture Capture,Recording failed / not captured,Lecture recording missing audio track for full session.,Recovered local backup recording and uploaded to course folder.,K. Duval,6553
INC0200155,2025-10-07 12:00:00,2025-10-07 19:06:00,Staff5440141,WIE-246,Wieboldt Hall,Setup & Configuration,Event / class AV setup,AV setup requested for admissions information session.,Configured room for panel format; struck equipment after event.,J. Whitfield,426
INC0200081,2025-10-07 17:41:00,2025-10-08 06:33:00,Faculty8366574,,Wieboldt Hall,Setup & Configuration,Event / class AV setup,Panel discussion: three handhelds and confidence monitor requested.,Provided requested microphones; staffed first 15 minutes of event.,A. Okafor,772
INC0201568,2025-10-08 05:26:04,2025-10-08 05:39:04,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,26
INC0201766,2025-10-08 06:04:50,,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MKTG-450-0-61 Brand Strategy,,,
INC0201744,2025-10-08 06:32:47,2025-10-08 06:55:47,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Executive Education Workshop,Auto-closed by scheduling integration.,,13
INC0201315,2025-10-09 05:08:59,2025-10-09 05:19:59,25Live,WIE-251,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,7
INC0201421,2025-10-09 05:12:27,2025-10-09 05:24:27,25Live,WIE-343,Wieboldt Hall,Classroom Scheduling,Room reservation sync,Leadership Coaching Session,Auto-closed by scheduling integration.,,12
INC0202410,2025-10-09 06:40:57,2025-10-09 07:08:57,25Live,WIE-312,Wieboldt Hall,Classroom Scheduling,Room reservation sync,ACCT-410-0-51 Financial Accounting,Auto-closed by scheduling integration.,,22
INC0201415,2025-10-09 07:51:19,2025-10-09 08:16:19,25Live,WIE-148,Wieboldt Hall,Classroom Scheduling,Room reservation sync,MECN-425-0-52 Managerial Economics,Auto-closed by scheduling integration.,,25
INC0200326,2025-10-09 12:38:00,2025-10-12 17:23:00,Faculty701531,WIE-251,Wieboldt Hall,Lecture Capture,Capture scheduling / setup,Instructor requests recurring recording schedule for spring course.,Re-mapped publishing folder and corrected course role permissions.,S. Patel,4605
INC0200377,2025-10-09 16:55:00,2025-10-09 16:57:00,Student5554064,WIE-258,Wieboldt Hall,AV TECHNICAL SUPPORT,No display / HDMI handshake,Guest speaker laptop not detected on wall plate HDMI input.,Replaced worn HDMI cable at podium wall plate.,J. Whitfield,2
